rate,location,rest_type,dish_liked,cuisines,cost_for_2
4.1/5,Jayanagar,Dessert Parlor Beverage Shop,Faluda Mango Lassi Sweet Lassi Fruit Salad Shrikhand Matka Kulfi Pudina Lassi,Beverages,150
3.0/5,Banashankari,Quick Bites,Neer Dosa Sea Food Pepper Chicken,North Indian South Indian Chinese Biryani Seafood,400
3.2/5,Jayanagar,Beverage Shop Quick Bites,Ginger Chai Ginger Tea Banana Cake Samosa Masala Chai Banana Walnut,Tea Beverages Fast Food,250
3.8/5,Banashankari,Quick Bites,Masala Dosa Idli Filter Coffee Medu Dosa,South Indian,100
4.0/5,Basavanagudi,Cafe,Pizza Fries Anjeer Ice Cream Sandwiches Gelato Burgers Kesar Badam,Cafe Italian,600
3.7/5,Banashankari,Quick Bites,Paratha Kachori Tea Lassi Samosa Vada Pav,North Indian Street Food,200
3.7/5,Kumaraswamy Layout,Casual Dining,Biryani Chicken Grill Butter Chicken,Biryani North Indian Chinese Seafood,750
4.1/5,Banashankari,Casual Dining,Pasta Lunch Buffet Masala Papad Paneer Lajawab Tomato Shorba Dum Biryani Sweet Corn Soup,North Indian Mughlai Chinese,800
4.2/5,Jayanagar,Casual Dining,Veg Buffet Pasta Salads Rasmalai Chaat Biryani Fries,North Indian South Indian,1000
4.2/5,Banashankari,Cafe,Mocktails Peri Fries Lasagne Pizza Chicken Bbq Wings Virgin Mojito Nachos,Cafe Italian Continental,600
4.0/5,Basavanagudi,Casual Dining,Paneer Tikka Masala Papad Garlic Naan,North Indian Chinese,750
3.5/5,Jayanagar,Casual Dining,Gajar Ka Halwa Lassi Jeera Rice Shahi Paneer Shikanji Makke Ki Roti Kofta Curry,North Indian,800
4.2/5,Banashankari,Casual Dining,Pizza Pasta Garlic Bread Nachos Penne Alfredo Mozzarella Sticks Salad,Pizza Italian Continental Desserts,800
4.2/5,Jayanagar,Casual Dining,Lassi French Fries Cheese Balls Paneer Pakora Dal Makhani Buttermilk Cheese Paratha,North Indian,800
3.8/5,Jayanagar,Casual Dining,Pav Bhaji Chaat Sandwiches Coffee Noodles Masala Dosa Roti,South Indian North Indian Chinese Street Food,450
4.1/5,Jayanagar,Casual Dining Bar,Andhra Meal Mutton Biryani Chicken Sholay Chicken Biryani Chicken Guntur Andhra Thali Guava Ice Cream,Andhra Biryani North Indian Chinese,1000
3.9/5,Basavanagudi,Cafe,Fries Oreo Shake Pasta Arrabiata,Cafe,700
3.8/5,Banashankari,Cafe Casual Dining,Churros Cannelloni Minestrone Soup Hot Chocolate Pink Sauce Pasta Salsa Veg Supreme Pizza,Cafe Mexican Italian,800
4.0/5,Jayanagar,Casual Dining,Butter Naan Filter Coffee Pav Bhaji Vada Babycorn Manchurian Tea Paneer Tikka Masala,South Indian North Indian Chinese Street Food,600
4.1/5,Jayanagar,Microbrewery Casual Dining,Cocktails Pasta Paneer Tikka Mocktails Wheat Beer Corn Paratha Misal Pav,North Indian Continental Finger Food American Asian,1500
3.3/5,Banashankari,Quick Bites,Lassi Panneer Butter Masala Paratha Thali,North Indian Chinese,300
3.6/5,Kumaraswamy Layout,Quick Bites,Mughlai Paratha Laccha Paratha Rolls,North Indian Chinese,300
4.3/5,Banashankari,Quick Bites,Panneer Butter Masala Vada Curd Rice Idli Jeera Rice Naan Kulcha,South Indian North Indian Chinese Street Food,200
3.8/5,Jayanagar,Quick Bites,Biryani Chilli Chicken Neer Dosa,North Indian Biryani,400
4.2/5,Jayanagar,Cafe,Sandwiches Pasta Cobb Salad Pizza Burgers Calzone Fries,Cafe Continental Beverages,700
4.0/5,Kumaraswamy Layout,Quick Bites,Biryani,South Indian North Indian Chinese Street Food Beverages,300
4.1/5,Basavanagudi,Casual Dining,Masala Dosa Filter Coffee Maddur Vada Curd Vadai Onion Dosa Upma Sunday Breakfast,South Indian Chinese North Indian Street Food Rolls Juices,550
3.9/5,Banashankari,Casual Dining,Spring Dosa Coffee Spring Roll Masala Papad Rava Idli Panneer Butter Masala Chaat,North Indian South Indian Chinese Fast Food Juices,750
3.9/5,Basavanagudi,Casual Dining,Coffee Spring Roll Roti Panneer Butter Masala Noodles Butter Naan Masala Dosa,North Indian Chinese South Indian,500
4.2/5,Banashankari,Cafe,Coffee Spaghetti Pancakes Nachos Pasta Sandwich Garlic Bread,Cafe Chinese Continental Italian,500
3.8/5,Basavanagudi,Casual Dining,Masala Chaach Tomato Shorba Gajar Ka Halwa Biryani Deluxe Punjabi Thali Rajma Paneer Tikka Masala,North Indian,500
4.3/5,Banashankari,Dessert Parlor,Hot Chocolate Fudge Vanilla Ice Cream Fudge Cake Chocolate Mousse,Ice Cream Desserts,400
4.4/5,Banashankari,Sweet Shop,Dhokla Jalebi Badam Milk Rabri Rasgulla Rasmalai Samosa Kachori,Mithai,150
3.9/5,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150
3.9/5,Banashankari,Dessert Parlor,Sandwiches Hot Chocolate Fudge Strawberry Milkshake,Ice Cream Desserts Beverages Sandwich,400
3.8/5,Banashankari,Cafe Casual Dining,Churros Cannelloni Minestrone Soup Hot Chocolate Pink Sauce Pasta Salsa Veg Supreme Pizza,Cafe Mexican Italian,800
3.8/5,Banashankari,Cafe,Pasta Gelato Garlic Bread Mojito Nachos Paneer Pizza Mocktails,Chinese Cafe Italian,700
4.3/5,Banashankari,Dessert Parlor,Nachos Cup Cake Hot Chocolate Fudge Salsa Cheesy Garlic Bread Waffles Tiramisu,Desserts Ice Cream,500
3.8/5,Banashankari,Takeaway Delivery,Cup Cake Chocolate Cake,Bakery,400
3.9/5,Banashankari,Dessert Parlor,Waffles,Fast Food Desserts Ice Cream,400
4.0/5,Basavanagudi,Sweet Shop Quick Bites,Mysore Pak Pav Bhaji Chaat Masala Poori Badam Milk Paratha Panipuri,Mithai Street Food North Indian Chinese,400
4.0/5,Basavanagudi,Cafe,Pizza Fries Anjeer Ice Cream Sandwiches Gelato Burgers Kesar Badam,Cafe Italian,600
4.0/5,Basavanagudi,Bakery,Macaroon Mousse Caramel Eclair,Bakery French Desserts,300
2.7/5,Basavanagudi,Casual Dining,Masala Dosa,South Indian North Indian Chinese Street Food,400
3.9/5,Banashankari,Casual Dining,Spring Dosa Coffee Spring Roll Masala Papad Rava Idli Panneer Butter Masala Chaat,North Indian South Indian Chinese Fast Food Juices,750
4.0/5,Banashankari,Casual Dining,Sea Food Neer Dosa Anjal Masala Fry Coconut Pudding Chicken Biryani Roti Fish Curry,Seafood Biryani Beverages South Indian North Indian Kebab,1200
4.2/5,Banashankari,Quick Bites,Panneer Butter Masala Lassi Paratha Jeera Rice Paneer Parantha Bhindi Fry Veg Kolhapuri,North Indian,350
4.6/5,Banashankari,Casual Dining Cafe,Farmhouse Pizza Chocolate Banana Virgin Mojito Pasta Paneer Tikka Lime Soda Prawn Pizza,Pizza Cafe Italian,600
4.2/5,Banashankari,Casual Dining,Sushi Noodles Wine Khau Suey Mocktails Yakisoba Spring Roll,Asian Korean Indonesian Japanese Chinese Thai Momos,800
4.1/5,Banashankari,Casual Dining,Pasta Lunch Buffet Masala Papad Paneer Lajawab Tomato Shorba Dum Biryani Sweet Corn Soup,North Indian Mughlai Chinese,800
4.2/5,Banashankari,Casual Dining,Pizza Pasta Garlic Bread Nachos Penne Alfredo Mozzarella Sticks Salad,Pizza Italian Continental Desserts,800
3.8/5,Banashankari,Lounge,Beer Chicken Wings Chilli Chicken Onion Rings Fries,Finger Food,1300
4.1/5,Banashankari,Pub,Beer Wedges Pizza Nachos Salads Papaya Salad Buffalo Wings,Continental Italian Mexican North Indian Chinese Steak,1200
4.0/5,Banashankari,Cafe,Pizza Mocktails Coffee Nachos Salad Pasta Sandwiches,Cafe Italian Continental,700
4.1/5,Banashankari,Casual Dining,Momos Lunch Buffet Chocolate Nirvana Thai Green Curry Paneer Tikka Dum Biryani Chicken Biryani,Chinese North Indian Thai,800
4.2/5,Banashankari,Cafe,Waffles Pasta Coleslaw Sandwich Choco Waffle Tacos Momos Cheese Nachos,Cafe Mexican Italian Momos Beverages,550
4.1/5,Banashankari,Cafe,Waffles Pasta Crispy Chicken Honey Chilli Chicken Sandwich Coffee Crepe,Cafe,500
4.2/5,Banashankari,Cafe,Mocktails Peri Fries Lasagne Pizza Chicken Bbq Wings Virgin Mojito Nachos,Cafe Italian Continental,600
4.2/5,Banashankari,Cafe,Coffee Spaghetti Pancakes Nachos Pasta Sandwich Garlic Bread,Cafe Chinese Continental Italian,500
4.2/5,Banashankari,Casual Dining,Pasta Pepper Pizza Paneer Pizza Peppy Paneer Nachos Supreme Pizza Manchow Soup,Italian North Indian Mexican,800
4.0/5,Banashankari,Casual Dining,Panner Tikka Kulfi Coffee Pav Bhaji Carrot Halwa Fried Rice Set Dosa,South Indian North Indian Chinese,450
4.2/5,Banashankari,Casual Dining,Noodles Momos Veg Manchow Soup Kung Pao Chicken Chicken Lollipop Chop Suey Dragon Chicken,Chinese Thai Momos,600
4.0/5,Banashankari,Casual Dining,Salads Panneer Butter Masala Rabri Gajar Ka Halwa Manchow Soup Aam Panna Tomato Basil Soup,North Indian Chinese,850
4.0/5,Banashankari,Cafe,Sandwich Omelette Ice Tea Virgin Mojito Hot Chocolate Pasta Arrabiata Hazelnut Cappuccino,Cafe Continental,450
3.9/5,Banashankari,Casual Dining,Spring Roll Manchow Soup Babycorn Manchurian Mint Cooler Roti Panneer Butter Masala,North Indian Chinese Continental,800
3.8/5,Banashankari,Cafe Casual Dining,Churros Cannelloni Minestrone Soup Hot Chocolate Pink Sauce Pasta Salsa Veg Supreme Pizza,Cafe Mexican Italian,800
3.8/5,Banashankari,Cafe,Garlic Bread Burgers Sandwiches Pizza Hot Chocolate Fudge Waffles Potato Wedges,Cafe,650
3.9/5,Banashankari,Casual Dining,Tom Yum Soup Wine Spring Roll Singapore Noodles Manchow Soup Golden Fried Prawns Lamb,Chinese Momos Thai Vietnamese,900
3.6/5,Banashankari,Casual Dining,Pho Papaya Salad Coffee Veg Momos Rolls,Vietnamese,700
3.9/5,Banashankari,Cafe,Momos Mushroom Bruschettas Jalapeno Cheeseballs Pasta Red Velvet Shake Red Velvet Milkshake Maggi,Cafe Fast Food Continental Chinese Momos,800
3.8/5,Banashankari,Cafe,Pasta Gelato Garlic Bread Mojito Nachos Paneer Pizza Mocktails,Chinese Cafe Italian,700
3.9/5,Banashankari,Cafe,Cheese Maggi Peri Peri Fries Pasta Arrabiata,Cafe Italian American,300
3.8/5,Banashankari,Quick Bites,Roti Masala Dosa,South Indian North Indian Chinese,300
2.5/5,Banashankari,Casual Dining,Paratha Boondi Raita Roti Kulfi Panneer Butter Masala Sweet Lassi Dal Tadka,North Indian,500
3.0/5,Banashankari,Cafe,Burgers Caramel Milkshake Iced Coffee Iced Tea,Cafe French North Indian,400
3.8/5,Banashankari,Casual Dining,Masala Papad Paneer Satay Paneer Hyderabadi Butter Naan Roti,North Indian Chinese,700
3.6/5,Banashankari,Casual Dining,Sea Food Neer Dosa,Mangalorean Seafood North Indian,600
3.3/5,Banashankari,Bar,Chilli Chicken,South Indian North Indian Chinese,800
2.6/5,Banashankari,Casual Dining,Biryani Chicken Guntur Thali Buttermilk Manchurian,North Indian,600
3.8/5,Banashankari,Casual Dining,Stuffed Mushroom Chicken Biryani Jal-jeera,North Indian Chinese,750
3.5/5,Banashankari,Casual Dining,Gulab Jamun Roti Masala Papad Babycorn Manchurian Paratha Clear Soup Biryani,North Indian Chinese Beverages,600
3.8/5,Banashankari,Quick Bites,Kesari Bath Masala Dosa,South Indian Chinese,150
3.0/5,Banashankari,Bar,Paneer Tikka Dal Kichadi French Fries,North Indian Chinese,800
2.7/5,Banashankari,Casual Dining,Cantonese Noodles Basil Chicken Hunan Chicken Gravy Manchow Soup Dragon Chicken Chicken Grill,Chinese Thai,850
2.8/5,Banashankari,Casual Dining,Pesto Pizza,Pizza Italian Salad,800
3.5/5,South Bangalore,Food Truck,Pizza,Pizza Fast Food BBQ,400
3.7/5,Banashankari,Casual Dining,Pizza Potato Wedges Country Feast Pasta Garlic Bread Lemonade,Pizza Fast Food,750
3.9/5,Banashankari,Casual Dining,Chicken Biryani Ragi Mudde Mutton Chops,Biryani North Indian Seafood Andhra,650
4.7/5,Banashankari,Quick Bites,Masala Dosa Vada Upma Filter Coffee Kesari Bath Idli Chutney Kharabath,South Indian,100
4.3/5,Banashankari,Quick Bites,Panneer Butter Masala Vada Curd Rice Idli Jeera Rice Naan Kulcha,South Indian North Indian Chinese Street Food,200
4.0/5,Banashankari,Quick Bites,Pasta Momos Rolls Chicken Roll Chilli Chicken Paneer Roll Spaghetti,Italian Continental Fast Food Chinese Momos,450
3.8/5,Banashankari,Quick Bites,Burgers French Fries,Burger Fast Food,450
3.9/5,Banashankari,Quick Bites,Jowar Roti Buttermilk Sabudana Vada Thali Mirchi Bajji Brinjal Curry,South Indian,200
3.9/5,Banashankari,Quick Bites,Burgers Fries Hot Chocolate,Burger Fast Food,500
4.4/5,Banashankari,Quick Bites,Masala Dosa Idli Chutney Kharabath Filter Coffee Kesari Bath Idli Vada Maddur Vada,South Indian,100
3.8/5,Banashankari,Quick Bites,Tandoori Maggi Paneer Sizzler Pasta Pizza Butter Garlic Fries Peri Peri Maggi Garlic Maggi,Fast Food Beverages,500
3.8/5,Banashankari,Quick Bites,Masala Dosa Idli Filter Coffee Medu Dosa,South Indian,100
3.7/5,Banashankari,Quick Bites,Chicken Biryani,South Indian Fast Food,200
4.1/5,Banashankari,Quick Bites,Masala Dosa Tirupathi Pongal Filter Coffee Vada Kharabath Kali Dosa Rava Idli,South Indian North Indian Chinese Street Food,300
2.8/5,Banashankari,Quick Bites,Burgers Lassi Chicken Grill Naan Momos Chicken Burger Biryani,North Indian Fast Food Chinese Burger,500
4.1/5,Banashankari,Quick Bites,Vegetable Biryani Ginger Chicken Chicken Biryani Donne Biryani Chicken Kebab Egg Bhurji Dum Biryani,Biryani Chinese Kebab,300
3.7/5,Banashankari,Quick Bites,Masala Dosa,South Indian North Indian,300
3.7/5,Banashankari,Quick Bites,Veggie Delight Paneer Tikka Salad,Salad Fast Food,600
3.9/5,Banashankari,Quick Bites,Khali Dosa Kali Dosa Masala Dosa Vada Sambar,South Indian,250
3.8/5,Banashankari,Quick Bites,Coffee Jeera Rice Masala Dosa Neer Dosa,South Indian,300
3.8/5,Banashankari,Quick Bites,Masala Dosa,South Indian Chinese North Indian,350
3.9/5,Banashankari,Quick Bites,Pane Pizza Lava Cake Pasta Stuffed Garlic Bread Chocolava Cake Tacos,Pizza Fast Food,800
3.6/5,Banashankari,Quick Bites,Vegetable Biryani Masala Dosa Kulcha Masala Papad Tomato Soup,North Indian South Indian,250
3.5/5,Banashankari,Quick Bites,Chicken Grill,South Indian North Indian Chinese Biryani,350
3.0/5,Banashankari,Quick Bites,Garlic Bread Pasta Nachos Salsa Thin Crust Pizza,Pizza Italian,600
4.2/5,Banashankari,Quick Bites,Rolls Veggie Wrap Chocolate Fantasy Rice Bowls Chicken Rice Paneer Makhanwala Chicken Tikka Wrap,North Indian Biryani Fast Food,500
3.3/5,Banashankari,Quick Bites,Lassi Panneer Butter Masala Paratha Thali,North Indian Chinese,300
4.1/5,Banashankari,Quick Bites,Coffee Masala Dosa Kharabath Idli Vada Kesari Bath,South Indian,100
3.7/5,Banashankari,Quick Bites,Panipuri Chaat Noodles Dahi Bhalle,Fast Food Street Food,300
3.5/5,Banashankari,Quick Bites,Rooftop Ambience,South Indian,300
3.0/5,Banashankari,Quick Bites,Chicken Grill Biryani Roti Chicken Masala,North Indian Chinese Biryani Kebab,450
3.7/5,Banashankari,Quick Bites,Paratha Kachori Tea Lassi Samosa Vada Pav,North Indian Street Food,200
3.7/5,Banashankari,Quick Bites,Coffee Tea Kesari Bath Open Dosa Vada Idli Bread Dosa,South Indian,200
3.5/5,Banashankari,Quick Bites,Rolls Burgers Juicy Momos Chicken Momo Chocolate Momos Mushroom Momo Paneer Momos,Tibetan Momos,250
3.9/5,Banashankari,Quick Bites,Biryani,South Indian North Indian Chinese Biryani,400
3.6/5,Banashankari,Quick Bites,Coffee Masala Dosa,South Indian North Indian Chinese,250
4.0/5,Banashankari,Quick Bites,Cheese Dosa Chocolate Dosa Corn Dosa Pesarattu Bread Dosa,South Indian Street Food,300
3.0/5,Banashankari,Quick Bites,Neer Dosa Sea Food Pepper Chicken,North Indian South Indian Chinese Biryani Seafood,400
4.2/5,Jayanagar,Quick Bites,Mutton Biryani Mutton Chops Chicken Biryani Chicken Fry Paya Mutton Fry Chilli Chicken,South Indian Biryani,350
3.9/5,Basavanagudi,Casual Dining,Coffee Spring Roll Roti Panneer Butter Masala Noodles Butter Naan Masala Dosa,North Indian Chinese South Indian,500
3.8/5,Basavanagudi,Casual Dining,Panipuri Gol Gappe,North Indian Rajasthani,600
4.4/5,Basavanagudi,Quick Bites,Filter Kaapi Filter Coffee Khara Bhath Maddur Vada Crispy Masala Dosa Kesari Bath Ghee Masala Dosa,South Indian,150
3.9/5,Basavanagudi,Casual Dining,Curd Rice Coriander Soup Masala Dosa Biryani Thali,South Indian,350
3.8/5,Basavanagudi,Casual Dining,Masala Papad Paneer Satay Vegetable Biryani Panneer Butter Masala Tomato Soup Manchow Soup Roti,North Indian Chinese Beverages,750
4.1/5,Basavanagudi,Casual Dining,Masala Dosa Filter Coffee Maddur Vada Curd Vadai Onion Dosa Upma Sunday Breakfast,South Indian Chinese North Indian Street Food Rolls Juices,550
3.8/5,Basavanagudi,Casual Dining,Onion Rings Pasta Kadhai Paneer Salads Salad Roti Jeera Rice,North Indian,600
3.8/5,Basavanagudi,Casual Dining,Masala Chaach Tomato Shorba Gajar Ka Halwa Biryani Deluxe Punjabi Thali Rajma Paneer Tikka Masala,North Indian,500
3.9/5,Basavanagudi,Quick Bites,Sweet Pongal Curd Rice,South Indian,150
4.1/5,Basavanagudi,Quick Bites,Benne Dosa Mirchi Bajji Filter Coffee Poha Tea Butter Dosa Crispy Dosa,South Indian,150
3.8/5,Basavanagudi,Casual Dining Cafe,Paratha Sandwich Chilli Idli Noodles Sandwiches Lime Soda,North Indian Cafe Chinese Fast Food,550
2.7/5,Basavanagudi,Pub,Thai Chicken Chicken Lollipop Cocktails Jeera Rice Rolls Draught Beer French Fries,North Indian Chinese Thai,1100
3.9/5,Basavanagudi,Quick Bites,Chicken Biryani Mutton Biryani Egg Biryani Chicken Fry Mutton Fry,South Indian Mangalorean,450
3.9/5,Basavanagudi,Quick Bites,Coffee Vada Curd Rice Ghee Roast Paneer Thali,South Indian North Indian Chinese,300
4.2/5,Basavanagudi,Quick Bites,Sweet Pongal Mini Idlis Filter Coffee Open Masala Dosa Pakoda Vada Raagi Dosa,South Indian,100
3.9/5,Basavanagudi,Casual Dining,Chilli Paneer Pizza Mocktails French Fries White Sauce Pasta Nachos Manchurian,Italian Continental,650
4.0/5,Basavanagudi,Cafe,Pizza Fries Anjeer Ice Cream Sandwiches Gelato Burgers Kesar Badam,Cafe Italian,600
4.2/5,Basavanagudi,Quick Bites,Khali Dosa Kali Dosa Upma Filter Coffee Kesari Bath Set Dosa Masala Dosa,South Indian,250
3.7/5,Basavanagudi,Casual Dining,Mutton Biryani Crispy Fried Chicken,Biryani South Indian North Indian Chinese Andhra,600
3.8/5,Mysore Road,Casual Dining,Pav Bhaji Masala Dosa Idli Vada Filter Coffee Pongal Curd Rice Kesari Bath,South Indian Fast Food Street Food,400
3.9/5,Jayanagar,Casual Dining,Corn Augratin Lasagne Fries Garlic Bread Pili Pili Pizza Mexican Rice Ravioli,Italian Pizza North Indian Salad,800
3.7/5,Mysore Road,Casual Dining,Kadhai Paneer Ghee Rice Chicken Grill Shawarma Paratha Biryani Butter Chicken,North Indian Chinese Biryani Beverages,750
4.1/5,Basavanagudi,Quick Bites,Masala Dosa Vada Obbattu Badam Milk Khara Bhath Coffee Puri Saagu,South Indian,600
4.1/5,Basavanagudi,Casual Dining,Brownie Mojito Prawn Ghee Roast Corn Tikki Mushroom Ghee Roast Pinacolada Biryani,Andhra North Indian Chinese,800
3.7/5,Basavanagudi,Quick Bites,Masala Vada Pav Cheese Vada Pav Fries,Street Food,200
3.8/5,Basavanagudi,Quick Bites,Masala Poori Rumali Roti Sandwiches Chaat Burgers,South Indian Fast Food North Indian Desserts,300
4.3/5,Basavanagudi,Quick Bites,Kharabath Crispy Vada Filter Coffee Idli Vada Idli Chutney Kesari Bath Gulab Jamun,South Indian,100
4.2/5,Basavanagudi,Quick Bites,Masala Dosa Vada Set Dosa Filter Coffee Raita Idli Sambar Crispy Dosa,South Indian,150
4.1/5,Basavanagudi,Quick Bites,Filter Coffee Rava Idli Kali Dosa Carrot Halwa Idli Vada Vada Sambar Bonda,South Indian,100
4.0/5,Basavanagudi,Quick Bites,Sandwiches Veg Burger Pizza Sandwich Burgers French Fries Wedges Club Sandwich,Fast Food,200
3.8/5,Basavanagudi,Quick Bites,Coffee Masala Dosa Vegetable Biryani,South Indian North Indian Chinese,300
3.6/5,Uttarahalli,Casual Dining,Biryani,North Indian Chinese,700
3.9/5,Basavanagudi,Quick Bites,Jowar Roti Buttermilk Jolada Rotti Brinjal Curry Coffee Pongal Vegetable Biryani,South Indian Fast Food,300
4.0/5,Basavanagudi,Quick Bites,Coffee Idli Masala Dosa Sagu Dosa Kesari Bath Kharabath Plain Dosa,South Indian,300
3.7/5,Basavanagudi,Casual Dining,Chaat Brownie Onion Rings Tomato Soup Paneer Manchurian Thali Faluda,North Indian Chinese South Indian Fast Food Juices,450
3.9/5,Basavanagudi,Casual Dining,Murgh Ghee Roast Malai Kofta Butter Chicken Donne Biryani Cocktails Palak Rice Masala Peanuts,North Indian Chinese Mughlai,700
3.8/5,Basavanagudi,Quick Bites,Dabeli Faluda Masala Poori Sandwiches Tokri Chaat Pav Bhaji Dahipuri,Street Food Fast Food,200
3.8/5,Jayanagar,Quick Bites,Masala Dosa Idli Vada Sambar,South Indian North Indian,250
4.0/5,Basavanagudi,Quick Bites,Buttermilk Jolada Rotti,South Indian,200
3.8/5,Basavanagudi,Quick Bites,Sandwiches Chocolate Sandwich Chaat Veg Cheese Sandwich Chilli Cheese Corn Sandwich,Fast Food Street Food,150
3.8/5,South Bangalore,Food Truck,Biryani Momos Rolls,Chinese Rolls Biryani Momos,300
3.8/5,Banashankari,Lounge,Beer Chicken Wings Chilli Chicken Onion Rings Fries,Finger Food,1300
4.1/5,Banashankari,Pub,Beer Wedges Pizza Nachos Salads Papaya Salad Buffalo Wings,Continental Italian Mexican North Indian Chinese Steak,1200
3.3/5,Banashankari,Bar,Chilli Chicken,South Indian North Indian Chinese,800
3.0/5,Banashankari,Bar,Paneer Tikka Dal Kichadi French Fries,North Indian Chinese,800
2.7/5,Basavanagudi,Pub,Thai Chicken Chicken Lollipop Cocktails Jeera Rice Rolls Draught Beer French Fries,North Indian Chinese Thai,1100
4.4/5,Bannerghatta Road,Pub,Gajar Ka Halwa Chilli Chicken Hara Bhara Kebab Custard Brownie Sev Puri Pasta,North Indian Italian,900
4.2/5,Bannerghatta Road,Casual Dining,Mango Chiller Fattoush Prawn Salads Vegetable Biryani Irani Chicken Tikka Chilli Chicken,Arabian Biryani Chinese Middle Eastern Fast Food North Indian Mughlai Seafood,1000
